CÓDIGO,SUBSTITUTOS,NOME,FABRICA,EMBALAGEM,PREÇO 38%,MST C/,MUL C/,CADASTRO PRODUTO,EM LINHA,ECOM,COMPRADOR,SEGMENTO,CATEGORIA,GRUPO,SUBGRUPO,VALOR EST.,ABC GRU 90D,EST. CD,ULT. ENT. CD,EST. UNE,ULT. ENT. UNE,LVERDE,EXPO. MIN,TRAVA,END. ESTOQUE UNE,ULT. AUDITORIA PDV,ROTINA,CLASSE,DATA CRIA LINHAVERDE,SOLICITAÇÃO,QTD SOL,DATA SOL,STATUS,ENDEREÇO LIN CD,ENDEREÇO RESERVA CD,EAN
695662,,ACESSORIO CILIOS BRILHOS A220407-04 AMARELO IRISADO,KIT,ATA - C/1PAR    ,15.9898,360,10,2022-04-12,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,ARTIGOS P/FESTAS                   ,SIMPLES,0.0,C,,2022-09-29 00:00:00,0,,0,,NÃO,0,2024-02-06 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
695661,,ACESSORIO CILIOS BRILHOS A220407-04 BRANCO IRISADO,KIT,ATA - C/1PAR    ,15.9898,360,10,2022-04-12,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,ARTIGOS P/FESTAS                   ,SIMPLES,0.0,C,,2022-09-29 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
695659,,ACESSORIO CILIOS BRILHOS A220407-04 COLORIDO,KIT,ATA - C/1PAR    ,15.9898,360,10,2022-04-12,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,ARTIGOS P/FESTAS                   ,SIMPLES,0.0,C,,2022-09-29 00:00:00,0,,0,,NÃO,0,2024-02-06 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
695660,,ACESSORIO CILIOS BRILHOS A220407-04 PRETO IRISADO,KIT,ATA - C/1PAR    ,15.9898,360,10,2022-04-12,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,ARTIGOS P/FESTAS                   ,SIMPLES,0.0,B,,2022-09-29 00:00:00,0,,0,,NÃO,0,2024-02-06 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
711319,,ACESSORIO CUPIDO ARCO E FLECHA GD 851.1.7C,USINA DE ARTE,ATA - UNID      ,21.9914,0,0,2023-01-05,SIM,NÃO,JACKLLINE LOPES,SAZONAIS,CARNAVAL,ACESSÓRIOS,SIMPLES,0.0,C,,2023-02-10 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
689788,,ACESSORIO CUPIDO ARCO E FLECHA PRATA/OURO,USINA DE ARTE,ATA - UNID      ,9.9014,0,0,2021-12-23,SIM,NÃO,JACKLLINE LOPES,SAZONAIS,CARNAVAL,ACESSÓRIOS,SIMPLES,0.0,C,,2023-02-10 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
689789,,ACESSORIO CUPIDO ARCO E FLECHA VERMELHO/OURO,USINA DE ARTE,ATA - UNID      ,9.9014,0,0,2021-12-23,SIM,NÃO,JACKLLINE LOPES,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2023-02-10 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
724720,,ACESSORIO DIABO GARFO 2463-1,MATSUMOTO,ATA - UNID      ,18.8976,0,0,2023-07-18,SIM,NÃO,LUZIA FREITAS  ,SAZONAIS,CARNAVAL,ACESSÓRIOS,SIMPLES,0.0,B,,2023-09-14 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
695631,,ACESSORIO HALLOWEEN BRUXA CHAPEU LISO 1985 PRETO,KIT,ATA - UNID      ,9.9882,1200,12,2022-04-12,SIM,SIM,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,ACESSÓRIOS,SIMPLES,0.0,A,,2022-10-10 00:00:00,0,,0,,NÃO,0,2024-02-06 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
635956,,ACESSORIO HAVAIANO COLAR LED D2197-1904 42CM,KIT,ATA - UNID      ,4.991,600,12,2019-04-30,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-12-22 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312599,,ACESSORIO HAVAIANO COLAR LUXO 0161-6 BRANCO/ROXO,KIT,ATA - UNID      ,6.9874,600,12,2012-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-07-11 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
694835,,ACESSORIO HAVAIANO COLAR PETALA 11CM YC-11 ROXO,KIT,ATA - UNID      ,9.4922,600,12,2022-03-30,SIM,SIM,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2022-09-29 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
312695,,ACESSORIO HAVAIANO SAIA GRANDE 60CM 2308-4 AZUL,KIT,ATA - UNID      ,9.9882,252,12,2012-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-05-30 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
312677,,ACESSORIO HAVAIANO SAIA GRANDE 60CM 2308-4 ROSA,KIT,ATA - UNID      ,3.9928,252,12,2012-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-05-30 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312760,,ACESSORIO HAVAIANO SAIA GRANDE 60CM 2308-4 VERMELHO,KIT,ATA - UNID      ,3.9928,252,12,2012-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-05-30 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312761,,ACESSORIO HAVAIANO SAIA MEDIA 40CM 2308-3 AMARELO,KIT,ATA - UNID      ,2.4924,252,12,2012-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-05-30 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312759,,ACESSORIO HAVAIANO SAIA MEDIA 40CM 2308-3 AZUL,KIT,ATA - UNID      ,2.4924,252,12,2012-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-05-30 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312764,,ACESSORIO HAVAIANO SAIA MEDIA 40CM 2308-3 VERMELHO,KIT,ATA - UNID      ,2.4924,252,12,2012-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-05-30 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
635952,,ACESSORIO HAVAIANO SAIA PALHA D2197-1901 40CM,KIT,ATA - UNID      ,3.4906,360,0,2019-04-30,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-12-22 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312786,,ACESSORIO HAVAIANO SUTIA ADULTO WFL 13 COLORIDO,KIT,ATA - C/2       ,1.9902,500,12,2012-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2012-10-25 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
312782,,ACESSORIO HAVAIANO SUTIA INFANTIL WFL 12 COLORIDO,KIT,ATA - C/2       ,0.992,800,12,2012-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,0,,2012-10-25 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312621,,ACESSORIO HAVAIANO TIARA 0161-7 AMARELO/VERMELHO,KIT,ATA - UNID      ,7.9918,1200,12,2012-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-02-20 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
312642,,ACESSORIO HAVAIANO TIARA 0161-7 BRANCO/AZUL,KIT,ATA - UNID      ,1.9902,1200,12,2012-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-02-20 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
312598,,ACESSORIO HAVAIANO TIARA 0161-7 BRANCO/ROXO,KIT,ATA - UNID      ,7.9918,1200,12,2012-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-02-20 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
635867,,ACESSORIO INDIO COCAR 6201-02,KIT,ATA - UNID      ,14.9916,800,10,2019-04-29,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2020-12-22 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
635869,,ACESSORIO INDIO COCAR 6201-06,KIT,ATA - UNID      ,21.9914,600,12,2019-04-29,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2020-12-22 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
635881,,ACESSORIO INDIO OCULOS COCAR E2561-1904,KIT,ATA - UNID      ,14.9916,300,12,2019-04-29,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-12-31 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
531350,,ACESSORIO INDIO TIARA 2463-28 VERMELHO,KIT,ATA - UNID      ,8.99,1200,12,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-09-14 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
600432,,ACESSORIO LED ANEL 2993-6,KIT,ATA - UNID      ,2.2506,2000,50,2018-05-03,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-10-22 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
598761,,ACESSORIO LED ANEL SMILE YW464,KIT,ATA - UNID      ,3.9928,1152,12,2018-04-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-12-22 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
532090,,ACESSORIO LED CORDAO PISCA BOLA 2359-3,KIT,ATA - UNID      ,3.9928,1440,60,2016-06-06,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2019-08-26 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
532092,,ACESSORIO LED CORDAO PISCA CELULAR 2993-7,KIT,ATA - UNID      ,3.9928,1728,72,2016-06-06,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,B,,2023-10-30 00:00:00,0,,0,,NÃO,0,2024-03-01 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
532093,,ACESSORIO LED CORDAO PISCA CORACAO 2993-7,KIT,ATA - UNID      ,3.9928,1728,72,2016-06-06,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2022-09-29 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
532097,,ACESSORIO LED CORDAO PISCA GUITARRA 2359-7,KIT,ATA - UNID      ,3.9928,1440,60,2016-06-06,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,B,,2023-10-30 00:00:00,0,,0,,NÃO,0,2024-03-01 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
564463,,ACESSORIO MAGICO CARTOLA LACO GRANDE 2743-28 PRETO/PINK,KIT,ATA - UNID      ,1.9902,120,12,2017-04-18,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2018-06-30 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
667031,,ACESSORIO MARFIM MESCLADO 18260,MIXMETAIS IND. E COM. DE ACES. DA MODA,ATA - C/25      ,12.9146,0,0,2020-10-15,SIM,,,ARMARINHO E CONFECÇÃO,BIJUTERIAS,ACESSÓRIOS,SIMPLES,0.0,,,2020-12-02 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
491071,,ACESSORIO MARINHEIRO CHAPEU 2743-10,KIT,ATA - UNID      ,23.9878,120,12,2015-06-02,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,AA,,2023-11-10 00:00:00,0,,0,,NÃO,0,2024-03-01 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
564461,,ACESSORIO MEXICANO SOMBREIRO 2743-25,KIT,ATA - UNID      ,29.9894,120,12,2017-04-18,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2023-11-10 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
531370,,ACESSORIO PALHACO GRAVATA 2463-40,KIT,ATA - UNID      ,11.9908,480,12,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2023-11-24 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
635902,,ACESSORIO PALHACO TIARA D1830-1907,KIT,ATA - UNID      ,10.9926,600,12,2019-04-29,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-12-22 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
531352,,ACESSORIO PIRATA TIARA 2463-29,KIT,ATA - UNID      ,5.9892,720,12,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-12-31 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
564466,,ACESSORIO RATINHA MASCARA 2743-36,KIT,ATA - UNID      ,2.2506,1200,12,2017-04-18,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2019-10-14 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
635874,,ACESSORIO RATINHA SAIA WC-07 40CM,KIT,ATA - UNID      ,14.9916,480,0,2019-04-29,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2020-01-13 00:00:00,0,,0,,NÃO,0,2024-02-07 00:00:00,INVENTÁRIOS PRÉ-DEFINIDOS COMPRAS,,00:00:00,,,,,,,
531321,,ACESSORIO REALEZA CETRO REI 2463-24,KIT,ATA - UNID      ,12.989,288,12,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,B,,2023-11-24 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
531399,,ACESSORIO REALEZA COROA CK-541G OURO,KIT,ATA - UNID      ,5.9892,600,0,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,A,,2023-10-23 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
531408,,ACESSORIO REALEZA COROA PRINCIPE CK-544G OURO,KIT,ATA - UNID      ,5.9892,600,12,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,B,,2023-10-23 00:00:00,0,,0,,NÃO,0,2024-03-01 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
531409,,ACESSORIO REALEZA COROA PRINCIPE CK-544S PRATA,KIT,ATA - UNID      ,5.9892,600,12,2016-05-31,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,B,,2023-10-23 00:00:00,0,,0,,NÃO,0,2024-03-01 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
635903,,ACESSORIO SEREIA BOLSA RABO E2714B-1901,KIT,ATA - UNID      ,5.487,600,12,2019-04-29,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,NÃO AGRUPADO,NÃO SUBAGRUPADO,0.0,C,,2019-12-31 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
720881,,ACESSORIO TIARA ANJO AUREOLA XLSP-04 29X14CM PRETO,KIT,ATA - UNID      ,5.9892,0,0,2023-05-25,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,A,,2023-11-24 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
720638,,ACESSORIO TIARA FLORES VEU NEGRO YHPT231 LARANJA,KIT,ATA - UNID      ,14.9916,0,0,2023-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,B,,2023-11-10 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
720639,,ACESSORIO TIARA FLORES VEU NEGRO YHPT231 VERMELHO,KIT,ATA - UNID      ,14.9916,0,0,2023-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,A,,2023-11-10 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
711318,,ACESSORIO TIARA MEDUSA 841.9 OURO,USINA DE ARTE,ATA - UNID      ,15.9898,0,0,2023-01-05,SIM,NÃO,JACKLLINE LOPES,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,C,,2023-02-10 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
711316,,ACESSORIO TIARA RAIO DE SOL 841.5 OURO/PRATA,USINA DE ARTE,ATA - UNID      ,15.9898,0,0,2023-01-05,SIM,NÃO,JACKLLINE LOPES,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,0,,2023-02-10 00:00:00,0,,0,,NÃO,0,2024-02-09 00:00:00,COMPRAS INVENTÁRIOS PRÉ-DEFINIDOS,,00:00:00,,,,,,,
711317,,ACESSORIO TIARA RAIO DE SOL 841.6 OURO/PRETO,USINA DE ARTE,ATA - UNID      ,15.9898,0,0,2023-01-05,SIM,NÃO,JACKLLINE LOPES,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,C,,2023-02-10 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
585521,,ACESSORIO TIARA RATINHA P/COPA R.YW161,KIT,ATA - UNID      ,4.991,720,0,2017-11-07,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,COPA DO MUNDO,TIARAS                             ,SIMPLES,9.982,C,,2018-05-18 00:00:00,2,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
720653,,ACESSORIO TIARA VEU NOIVA PPTS-231 80CM BRANCO,KIT,ATA - UNID      ,19.9888,0,0,2023-05-24,SIM,NÃO,NEILOR COMPRAS ,SAZONAIS,CARNAVAL,TIARAS                             ,SIMPLES,0.0,B,,2023-10-23 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
719680,,ACESSORIO TREVO REF.7322 139,KR AVIAMENTOS,ATA - C/25      ,6.8882,0,0,2023-05-05,SIM,,,ARMARINHO E CONFECÇÃO,ACABAMENTOS CONFECÇÃO,BOTAO                              ,SIMPLES,0.0,,,00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
678424,,ACRILICO CITRICO 08MM VERDE,OITO CORES COM.ACESSORIOS DE BIJUTERIA L,ATA - C/25GRS   ,4.991,0,0,2021-06-28,SIM,NÃO,MELISSA ALMEIDA,ARMARINHO E CONFECÇÃO,BIJUTERIAS,CONTAS                             ,SIMPLES,0.0,C,,2021-08-25 00:00:00,0,,12,,NÃO,0,SEM VISTA,,,2021-07-09 15:18:50.877000,,,,,,,
678421,,ACRILICO CITRICO 8MM AMARELO,OITO CORES COM.ACESSORIOS DE BIJUTERIA L,ATA - C/25GRS   ,4.991,0,0,2021-06-28,SIM,NÃO,MELISSA ALMEIDA,ARMARINHO E CONFECÇÃO,BIJUTERIAS,CONTAS                             ,SIMPLES,0.0,C,,2021-08-25 00:00:00,0,,7,,NÃO,0,SEM VISTA,,,2021-07-09 15:18:50.847000,,,,,,,
699477,,ACRILICO ELO 19X29 NUDE,REJ COMERCIO E INDUSTRIA DE BIJUTERIA,ATA - C/50GRS   ,7.75,0,0,2022-06-22,SIM,NÃO,MELISSA ALMEIDA,ARMARINHO E CONFECÇÃO,BIJUTERIAS,CONTAS                             ,SIMPLES,0.0,0,,2022-06-22 00:00:00,0,,20,,SIM,0,SEM VISTA,,,2022-07-01 09:09:23.390000,,,,,,,
699432,,ACRILICO SEXTAVADO COLOR NEON 7MM,REJ COMERCIO E INDUSTRIA DE BIJUTERIA,ATA - C/25GRS   ,10.9864,0,0,2022-06-22,SIM,NÃO,MELISSA ALMEIDA,ARMARINHO E CONFECÇÃO,BIJUTERIAS,CONTAS                             ,SIMPLES,0.0,C,,2022-06-22 00:00:00,0,,20,,SIM,0,SEM VISTA,,,2022-07-01 09:09:23.297000,,,,,,,
682754,,ACUCAREIRO CRISTAL C/COLHER  R 1317,LYOR,ATA - UNID      ,24.9922,36,0,2021-08-26,SIM,NÃO,JOAO SALAZAR   ,CASA E DECORAÇÃO,MESA POSTA,CRISTAIS                           ,SIMPLES,0.0,0,,2021-11-27 00:00:00,0,,18,,NÃO,0,SEM VISTA,,,2021-12-08 13:50:59.853000,,,,,,,
739602,,ADAPTADOR DE AUDIO TYPE C P3 R.AD404,OEX,ATA - UNID      ,21.9914,0,0,2024-03-08,SIM,NÃO,VIVIANE HONORAT,INFORMÁTICA,ACESSÓRIOS E PERIFÉRICOS,ADAPTADORES,TYPE-C,109.957,C,,2024-03-20 00:00:00,5,,5,,SIM,0,SEM VISTA,,,2024-03-21 18:25:10.680000,,,,,,,
739612,,ADAPTADOR TYPE C P3 R.AD202,OEX,ATA - UNID      ,19.9888,0,0,2024-03-08,SIM,NÃO,VIVIANE HONORAT,INFORMÁTICA,ACESSÓRIOS E PERIFÉRICOS,ADAPTADORES,TYPE-C,99.944,C,,2024-03-20 00:00:00,5,,5,,SIM,0,SEM VISTA,,,2024-03-21 18:25:10.710000,,,,,,,
603126,,ADESIVO 3D SORTIDOS R.ZLS-101,KIT,ATA - UNID      ,7.9608,1200,12,2018-05-11,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ADESIVOS                           ,SIMPLES,0.0,C,,2020-03-11 00:00:00,0,,0,,NÃO,0,SEM VISTA,,,00:00:00,,,,,,,
630203,,ADESIVO FM C/GLITTER 70X180MM JARDIM AD1951,TOKE E CRIE,ATA - UNID      ,0.992,0,3,2019-02-09,SIM,NÃO,RAFAEL GONCALVE,ARTES,ARTESANATO,ADESIVOS                           ,SIMPLES,0.0,0,,2021-09-22 00:00:00,0,,1,,SIM,0,SEM VISTA,,,2021-02-18 08:43:45.110000,,,,,,,
